bias,positive,negative,sentiment
1,3611,344,1.0
1,3245,200,1.0
1,3041,46,1.0
1,4042,935,1.0
1,868,327,1.0
1,555,2,1.0
1,1097,104,1.0
1,4381,706,1.0
1,3038,87,1.0
1,661,48,1.0
1,2993,53,1.0
1,4073,743,1.0
1,3137,79,1.0
1,3943,445,1.0
1,4904,1897,1.0
1,3489,106,1.0
1,3659,116,1.0
1,813,230,1.0
1,3393,236,1.0
1,4785,698,1.0
1,2987,25,1.0
1,584,65,1.0
1,841,246,1.0
1,3133,61,1.0
1,640,550,1.0
1,2992,47,1.0
1,3883,576,1.0
1,1245,430,1.0
1,566,10,1.0
1,2969,2,1.0
1,1148,479,1.0
1,3410,527,1.0
1,530,5,1.0
1,3540,569,1.0
1,4073,743,1.0
1,3208,144,1.0
1,5037,1757,1.0
1,3128,55,1.0
1,3028,25,1.0
1,3175,111,1.0
1,660,81,1.0
1,3222,105,1.0
1,3016,38,1.0
1,3170,209,1.0
1,3617,654,1.0
1,3208,173,1.0
1,2989,41,1.0
1,3611,344,1.0
1,3067,101,1.0
1,667,256,1.0
1,3492,554,1.0
1,3110,187,1.0
1,3314,138,1.0
1,3032,48,1.0
1,950,168,1.0
1,3493,99,1.0
1,3567,442,1.0
1,3007,43,1.0
1,962,317,1.0
1,4785,698,1.0
1,3137,79,1.0
1,2979,21,1.0
1,3502,546,1.0
1,2968,10,1.0
1,2963,2,1.0
1,3120,158,1.0
1,3497,97,1.0
1,5999,69,1.0
1,1247,207,1.0
1,2965,3,1.0
1,635,45,1.0
1,3008,50,1.0
1,564,12,1.0
1,3050,43,1.0
1,847,150,1.0
1,728,142,1.0
1,3248,224,1.0
1,3353,477,1.0
1,600,26,1.0
1,2964,15,1.0
1,842,292,1.0
1,3133,61,1.0
1,3769,398,1.0
1,4073,743,1.0
1,2985,16,1.0
1,3440,245,1.0
1,2977,14,1.0
1,2997,33,1.0
1,3019,51,1.0
1,3080,221,1.0
1,3215,209,1.0
1,773,131,1.0
1,3008,59,1.0
1,3335,349,1.0
1,1557,930,1.0
1,2979,12,1.0
1,696,56,1.0
1,3553,556,1.0
1,4785,698,1.0
1,826,379,1.0
1,3128,55,1.0
1,818,285,1.0
1,4073,743,1.0
1,2989,16,1.0
1,2999,20,1.0
1,3005,114,1.0
1,525,0,1.0
1,3494,115,1.0
1,3250,220,1.0
1,3069,112,1.0
1,3178,92,1.0
1,2981,93,1.0
1,734,202,1.0
1,2964,4,1.0
1,2961,2,1.0
1,755,231,1.0
1,599,55,1.0
1,1585,26,1.0
1,3006,22,1.0
1,1656,0,1.0
1,3017,11,1.0
1,2982,24,1.0
1,3185,180,1.0
1,1364,790,1.0
1,3036,68,1.0
1,3663,379,1.0
1,572,8,1.0
1,2975,10,1.0
1,3921,460,1.0
1,3027,82,1.0
1,599,90,1.0
1,1125,97,1.0
1,4073,743,1.0
1,4785,698,1.0
1,644,96,1.0
1,3511,164,1.0
1,570,3,1.0
1,30,47,1.0
1,3012,39,1.0
1,3611,363,1.0
1,3274,177,1.0
1,3051,57,1.0
1,3085,47,1.0
1,3138,148,1.0
1,3625,447,1.0
1,3000,33,1.0
1,3100,85,1.0
1,3005,12,1.0
1,203,309,1.0
1,3179,185,1.0
1,3035,43,1.0
1,4073,743,1.0
1,578,10,1.0
1,3985,550,1.0
1,3361,164,1.0
1,3303,171,1.0
1,917,150,1.0
1,3207,225,1.0
1,828,363,1.0
1,3441,268,1.0
1,3156,290,1.0
1,3068,67,1.0
1,3502,490,1.0
1,1575,572,1.0
1,3267,340,1.0
1,3863,434,1.0
1,3628,534,1.0
1,815,157,1.0
1,4785,698,1.0
1,2974,15,1.0
1,710,230,1.0
1,3138,158,1.0
1,3138,186,1.0
1,829,347,1.0
1,3534,162,1.0
1,3064,99,1.0
1,4073,743,1.0
1,952,204,1.0
1,2981,17,1.0
1,660,111,1.0
1,3471,156,1.0
1,4245,715,1.0
1,3275,489,1.0
1,5937,27,1.0
1,779,96,1.0
1,533,508,1.0
1,625,68,1.0
1,3170,173,1.0
1,3188,87,1.0
1,3201,236,1.0
1,2988,2,1.0
1,2961,2,1.0
1,552,0,1.0
1,3449,180,1.0
1,3017,61,1.0
1,1119,136,1.0
1,2972,20,1.0
1,4719,1216,1.0
1,552,38,1.0
1,3118,109,1.0
1,4073,743,1.0
1,3483,837,1.0
1,3167,394,1.0
1,2960,2,1.0
1,4381,706,1.0
1,3634,295,1.0
1,2977,4,1.0
1,3037,76,1.0
1,3061,67,1.0
1,879,155,1.0
1,954,207,1.0
1,3238,212,1.0
1,816,291,1.0
1,3591,120,1.0
1,3296,130,1.0
1,3031,70,1.0
1,2980,7,1.0
1,709,189,1.0
1,2965,6,1.0
1,3047,137,1.0
1,1114,98,1.0
1,1192,200,1.0
1,125,19,1.0
1,3206,291,1.0
1,4785,698,1.0
1,2972,3,1.0
1,3482,96,1.0
1,2961,2,1.0
1,2993,28,1.0
1,4073,743,1.0
1,3049,129,1.0
1,647,89,1.0
1,3000,20,1.0
1,3695,672,1.0
1,1114,132,1.0
1,2973,12,1.0
1,2976,7,1.0
1,3731,305,1.0
1,1483,312,1.0
1,231,115,1.0
1,3109,110,1.0
1,2159,484,1.0
1,3328,210,1.0
1,3589,336,1.0
1,3204,265,1.0
1,533,5,1.0
1,712,309,1.0
1,3482,96,1.0
1,3186,96,1.0
1,531,5,1.0
1,4073,743,1.0
1,3241,211,1.0
1,466,378,1.0
1,1386,288,1.0
1,540,12,1.0
1,3170,192,1.0
1,3097,95,1.0
1,669,44,1.0
1,3154,105,1.0
1,1080,734,1.0
1,2989,4,1.0
1,3492,350,1.0
1,584,43,1.0
1,621,72,1.0
1,3625,447,1.0
1,4073,743,1.0
1,3406,391,1.0
1,649,72,1.0
1,1261,597,1.0
1,3269,178,1.0
1,526,5,1.0
1,3208,135,1.0
1,3320,286,1.0
1,525,1,1.0
1,2971,10,1.0
1,3943,445,1.0
1,4044,392,1.0
1,686,128,1.0
1,583,38,1.0
1,3096,17,1.0
1,4073,743,1.0
1,3453,431,1.0
1,3172,345,1.0
1,3133,245,1.0
1,3482,96,1.0
1,4381,706,1.0
1,299,198,1.0
1,3731,718,1.0
1,3086,56,1.0
1,3034,56,1.0
1,395,270,1.0
1,3145,103,1.0
1,524,2,1.0
1,3482,96,1.0
1,3368,205,1.0
1,2961,2,1.0
1,815,342,1.0
1,3033,55,1.0
1,857,315,1.0
1,3135,56,1.0
1,3459,305,1.0
1,2999,47,1.0
1,2962,2,1.0
1,3580,126,1.0
1,3156,134,1.0
1,860,128,1.0
1,6343,211,1.0
1,2966,2,1.0
1,598,34,1.0
1,983,332,1.0
1,2977,6,1.0
1,778,309,1.0
1,2981,9,1.0
1,3110,125,1.0
1,903,150,1.0
1,3028,9,1.0
1,3809,564,1.0
1,3858,503,1.0
1,3603,152,1.0
1,3318,231,1.0
1,203,309,1.0
1,3241,391,1.0
1,3420,209,1.0
1,3609,234,1.0
1,661,27,1.0
1,2998,7,1.0
1,3223,382,1.0
1,662,64,1.0
1,526,2,1.0
1,578,4,1.0
1,3095,67,1.0
1,3482,96,1.0
1,3895,437,1.0
1,1050,94,1.0
1,3024,41,1.0
1,2972,45,1.0
1,697,334,1.0
1,3505,121,1.0
1,106,0,1.0
1,2967,2,1.0
1,4073,743,1.0
1,796,307,1.0
1,3173,129,1.0
1,2976,8,1.0
1,3215,286,1.0
1,658,159,1.0
1,218,241,1.0
1,3218,153,1.0
1,3365,295,1.0
1,3096,198,1.0
1,647,111,1.0
1,3217,302,1.0
1,3045,73,1.0
1,854,231,1.0
1,1097,472,1.0
1,4036,411,1.0
1,3618,111,1.0
1,3372,770,1.0
1,1045,94,1.0
1,2980,6,1.0
1,1338,302,1.0
1,4073,743,1.0
1,1125,226,1.0
1,3070,262,1.0
1,1114,132,1.0
1,845,130,1.0
1,720,237,1.0
1,3115,127,1.0
1,3196,42,1.0
1,3017,41,1.0
1,3146,66,1.0
1,3656,196,1.0
1,555,0,1.0
1,3026,88,1.0
1,3454,402,1.0
1,4273,599,1.0
1,3254,190,1.0
1,3255,33,1.0
1,3340,183,1.0
1,982,221,1.0
1,3026,41,1.0
1,3640,153,1.0
1,554,0,1.0
1,3904,566,1.0
1,557,5,1.0
1,3056,134,1.0
1,3345,248,1.0
1,2986,6,1.0
1,711,154,1.0
1,1060,271,1.0
1,4381,706,1.0
1,3014,7,1.0
1,1097,104,1.0
1,3169,55,1.0
1,4073,743,1.0
1,586,21,1.0
1,3056,25,1.0
1,3610,506,1.0
1,974,87,1.0
1,133,20,1.0
1,162,28,1.0
1,3228,77,1.0
1,3414,520,1.0
1,1619,598,1.0
1,3037,30,1.0
1,2991,31,1.0
1,3414,239,1.0
1,3405,342,1.0
1,3530,141,1.0
1,3515,121,1.0
1,3446,390,1.0
1,3499,509,1.0
1,2962,3,1.0
1,552,0,1.0
1,3231,156,1.0
1,4073,743,1.0
1,3183,118,1.0
1,2983,26,1.0
1,3901,647,1.0
1,3484,346,1.0
1,567,28,1.0
1,3102,121,1.0
1,3224,231,1.0
1,3140,59,1.0
1,3203,222,1.0
1,622,52,1.0
1,4719,1216,1.0
1,3054,55,1.0
1,3838,251,1.0
1,3031,19,1.0
1,3630,631,1.0
1,3452,486,1.0
1,155,81,1.0
1,3220,260,1.0
1,1249,935,1.0
1,692,124,1.0
1,3482,96,1.0
1,593,22,1.0
1,586,83,1.0
1,2961,3,1.0
1,6875,430,1.0
1,678,165,1.0
1,3943,445,1.0
1,2961,4,1.0
1,4073,743,1.0
1,3327,342,1.0
1,3735,332,1.0
1,3147,117,1.0
1,3682,387,1.0
1,677,83,1.0
1,3051,145,1.0
1,645,279,1.0
1,1181,24,1.0
1,3002,41,1.0
1,3260,33,1.0
1,4073,743,1.0
1,3332,372,1.0
1,3067,94,1.0
1,883,339,1.0
1,3329,172,1.0
1,951,410,1.0
1,2220,9,1.0
1,2978,18,1.0
1,4785,698,1.0
1,3212,294,1.0
1,770,199,1.0
1,526,1,1.0
1,605,478,1.0
1,2998,28,1.0
1,560,8,1.0
1,3051,138,1.0
1,640,93,1.0
1,554,0,1.0
1,838,294,1.0
1,4073,743,1.0
1,2994,70,1.0
1,2990,27,1.0
1,563,7,1.0
1,3138,191,1.0
1,1458,366,1.0
1,560,4,1.0
1,3008,50,1.0
1,3633,678,1.0
1,1086,113,1.0
1,3515,138,1.0
1,489,831,1.0
1,3491,396,1.0
1,4096,622,1.0
1,2977,17,1.0
1,3248,94,1.0
1,2982,5,1.0
1,3193,436,1.0
1,910,269,1.0
1,3082,173,1.0
1,3140,131,1.0
1,1086,396,1.0
1,9033,267,1.0
1,3537,142,1.0
1,623,212,1.0
1,3124,79,1.0
1,4073,743,1.0
1,3001,20,1.0
1,3571,302,1.0
1,3009,33,1.0
1,3127,147,1.0
1,574,38,1.0
1,568,47,1.0
1,3180,175,1.0
1,3055,64,1.0
1,3005,12,1.0
1,633,73,1.0
1,1181,285,1.0
1,3565,220,1.0
1,559,5,1.0
1,3945,413,1.0
1,695,164,1.0
1,3565,589,1.0
1,3049,100,1.0
1,731,87,1.0
1,3030,23,1.0
1,4785,698,1.0
1,3428,491,1.0
1,6091,45,1.0
1,1047,240,1.0
1,9471,147,1.0
1,3026,67,1.0
1,3402,353,1.0
1,522,94,1.0
1,949,410,1.0
1,2996,8,1.0
1,4073,743,1.0
1,3033,61,1.0
1,3026,55,1.0
1,9965,799,1.0
1,3570,235,1.0
1,1412,234,1.0
1,3008,50,1.0
1,3255,144,1.0
1,3016,92,1.0
1,560,4,1.0
1,3319,184,1.0
1,524,1,1.0
1,761,237,1.0
1,3482,96,1.0
1,3900,591,1.0
1,3301,132,1.0
1,857,303,1.0
1,888,128,1.0
1,2982,29,1.0
1,3100,112,1.0
1,862,140,1.0
1,577,5,1.0
1,3315,232,1.0
1,3058,81,1.0
1,1286,480,1.0
1,5923,17,1.0
1,3045,90,1.0
1,6241,336,1.0
1,3364,338,1.0
1,4381,706,1.0
1,3943,445,1.0
1,3323,232,1.0
1,4073,743,1.0
1,442,440,1.0
1,1310,685,1.0
1,663,154,1.0
1,3243,126,1.0
1,3097,95,1.0
1,3011,25,1.0
1,3096,17,1.0
1,7225,355,1.0
1,3180,37,1.0
1,880,233,1.0
1,2983,15,1.0
1,2980,11,1.0
1,2976,25,1.0
1,1374,526,1.0
1,650,163,1.0
1,941,207,1.0
1,3100,266,1.0
1,1222,414,1.0
1,3735,420,1.0
1,1542,340,1.0
1,3411,252,1.0
1,3058,83,1.0
1,3014,7,1.0
1,3365,346,1.0
1,3307,134,1.0
1,2971,13,1.0
1,3053,91,1.0
1,3240,219,1.0
1,3338,372,1.0
1,9424,610,1.0
1,3859,232,1.0
1,4073,743,1.0
1,2962,2,1.0
1,3368,402,1.0
1,3759,390,1.0
1,2973,17,1.0
1,3485,514,1.0
1,3210,240,1.0
1,2961,2,1.0
1,2989,26,1.0
1,3889,769,1.0
1,533,429,1.0
1,857,268,1.0
1,4073,743,1.0
1,790,236,1.0
1,2978,3,1.0
1,207,125,1.0
1,3248,237,1.0
1,805,289,1.0
1,906,231,1.0
1,3209,494,1.0
1,3455,569,1.0
1,541,9,1.0
1,3074,141,1.0
1,3906,376,1.0
1,2964,8,1.0
1,1045,94,1.0
1,697,34,1.0
1,823,176,1.0
1,3151,85,1.0
1,3037,37,1.0
1,4381,706,1.0
1,3149,237,1.0
1,3547,193,1.0
1,2980,11,1.0
1,2978,32,1.0
1,3034,97,1.0
1,3109,143,1.0
1,4073,743,1.0
1,3451,172,1.0
1,585,37,1.0
1,3075,64,1.0
1,754,220,1.0
1,3098,237,1.0
1,2983,26,1.0
1,2986,2,1.0
1,3500,592,1.0
1,722,161,1.0
1,717,235,1.0
1,3092,214,1.0
1,3617,685,1.0
1,3884,439,1.0
1,3491,111,1.0
1,3277,211,1.0
1,633,98,1.0
1,2981,21,1.0
1,3518,127,1.0
1,3837,206,1.0
1,4073,743,1.0
1,2975,4,1.0
1,4111,545,1.0
1,3301,233,1.0
1,439,322,1.0
1,3002,29,1.0
1,3108,38,1.0
1,6028,183,1.0
1,563,25,1.0
1,3066,98,1.0
1,3219,239,1.0
1,558,5,1.0
1,2961,2,1.0
1,3325,377,1.0
1,76,53,1.0
1,3097,198,1.0
1,3520,116,1.0
1,687,154,1.0
1,3231,109,1.0
1,3460,871,1.0
1,1830,820,1.0
1,561,0,1.0
1,3483,96,1.0
1,3346,248,1.0
1,2986,2,1.0
1,2980,11,1.0
1,3367,447,1.0
1,3484,346,1.0
1,1549,649,1.0
1,3972,561,1.0
1,3073,81,1.0
1,713,48,1.0
1,3370,231,1.0
1,3087,216,1.0
1,3319,161,1.0
1,3211,369,1.0
1,3057,96,1.0
1,3243,205,1.0
1,3232,312,1.0
1,2977,18,1.0
1,3053,91,1.0
1,3054,87,1.0
1,3174,130,1.0
1,3268,151,1.0
1,3167,42,1.0
1,3006,43,1.0
1,3573,142,1.0
1,3276,327,1.0
1,3387,255,1.0
1,1133,313,1.0
1,3030,58,1.0
1,3353,496,1.0
1,536,1,1.0
1,3247,171,1.0
1,3355,331,1.0
1,3020,22,1.0
1,3941,570,1.0
1,3194,291,1.0
1,3165,179,1.0
1,3498,106,1.0
1,1388,325,1.0
1,2975,3,1.0
1,691,85,1.0
1,3484,96,1.0
1,2986,2,1.0
1,1093,107,1.0
1,3306,131,1.0
1,3264,245,1.0
1,3483,97,1.0
1,4719,1216,1.0
1,5939,39,1.0
1,4123,661,1.0
1,555,0,1.0
1,693,115,1.0
1,2985,18,1.0
1,3174,297,1.0
1,874,268,1.0
1,2988,40,1.0
1,1451,712,1.0
1,794,291,1.0
1,3260,141,1.0
1,1108,118,1.0
1,3041,80,1.0
1,3276,48,1.0
1,837,299,1.0
1,3625,447,1.0
1,2993,35,1.0
1,773,303,1.0
1,3181,206,1.0
1,3044,92,1.0
1,3166,165,1.0
1,3530,276,1.0
1,754,316,1.0
1,2983,40,1.0
1,2972,4,1.0
1,4073,743,1.0
1,599,114,1.0
1,3166,185,1.0
1,955,468,1.0
1,3177,237,1.0
1,3452,261,1.0
1,3097,27,1.0
1,122,56,1.0
1,1207,306,1.0
1,2998,14,1.0
1,3196,183,1.0
1,555,0,1.0
1,2986,2,1.0
1,555,0,1.0
1,2998,14,1.0
1,3823,830,1.0
1,4073,743,1.0
1,3620,149,1.0
1,3036,111,1.0
1,2971,7,1.0
1,2989,3,1.0
1,2985,23,1.0
1,3354,382,1.0
1,790,133,1.0
1,1576,351,1.0
1,2961,2,1.0
1,3492,350,1.0
1,3039,13,1.0
1,3134,202,1.0
1,2998,14,1.0
1,3178,90,1.0
1,3020,41,1.0
1,3090,224,1.0
1,3288,330,1.0
1,3277,324,1.0
1,3621,188,1.0
1,3360,255,1.0
1,2971,5,1.0
1,2973,20,1.0
1,2992,25,1.0
1,3264,216,1.0
1,2986,2,1.0
1,530,9,1.0
1,3117,286,1.0
1,3268,300,1.0
1,1430,340,1.0
1,3921,460,1.0
1,3484,96,1.0
1,4785,698,1.0
1,4073,743,1.0
1,560,29,1.0
1,3565,345,1.0
1,274,162,1.0
1,986,341,1.0
1,2964,9,1.0
1,643,40,1.0
1,3106,212,1.0
1,1097,104,1.0
1,3156,92,1.0
1,3756,644,1.0
1,3371,193,1.0
1,1600,412,1.0
1,848,155,1.0
1,3415,302,1.0
1,3696,484,1.0
1,3163,66,1.0
1,808,324,1.0
1,523,0,1.0
1,3100,256,1.0
1,619,10,1.0
1,3321,390,1.0
1,665,79,1.0
1,949,345,1.0
1,203,309,1.0
1,669,138,1.0
1,2984,11,1.0
1,3523,104,1.0
1,2986,2,1.0
1,4073,743,1.0
1,745,36,1.0
1,1074,94,1.0
1,3197,306,1.0
1,2989,3,1.0
1,563,94,1.0
1,3920,356,1.0
1,3808,165,1.0
1,606,5,1.0
1,609,106,1.0
1,3516,406,1.0
1,1166,398,1.0
1,745,84,1.0
1,2238,742,1.0
1,3162,88,1.0
1,633,96,1.0
1,2980,4,1.0
1,1074,94,1.0
1,3161,197,1.0
1,3037,24,1.0
1,555,0,1.0
1,3451,591,1.0
1,1073,105,1.0
1,3437,311,1.0
1,959,152,1.0
1,4073,743,1.0
1,3069,97,1.0
1,3005,26,1.0
1,2996,31,1.0
1,3114,130,1.0
1,4120,399,1.0
1,3382,336,1.0
1,3137,72,1.0
1,3335,281,1.0
1,3066,255,1.0
1,21,17,1.0
1,4785,698,1.0
1,3358,164,1.0
1,3523,104,1.0
1,3318,439,1.0
1,3275,386,1.0
1,238,121,1.0
1,614,79,1.0
1,2986,2,1.0
1,3058,117,1.0
1,4073,743,1.0
1,2961,2,1.0
1,1000,348,1.0
1,1075,94,1.0
1,3485,105,1.0
1,3211,354,1.0
1,553,0,1.0
1,3109,101,1.0
1,3086,62,1.0
1,3019,13,1.0
1,699,191,1.0
1,3768,424,1.0
1,3429,228,1.0
1,3363,368,1.0
1,2,1,1.0
1,3100,17,1.0
1,4102,481,1.0
1,3019,7,1.0
1,4381,706,1.0
1,1288,310,1.0
1,750,185,1.0
1,3308,163,1.0
1,3025,54,1.0
1,3621,188,1.0
1,3098,87,1.0
1,3454,585,1.0
1,525,0,1.0
1,3086,247,1.0
1,3217,137,1.0
1,2998,12,1.0
1,1,0,1.0
1,3485,510,1.0
1,3175,36,1.0
1,3604,513,1.0
1,2986,2,1.0
1,717,194,1.0
1,4073,743,1.0
1,3294,243,1.0
1,3840,495,1.0
1,3170,255,1.0
1,2960,2,1.0
1,3065,84,1.0
1,2985,15,1.0
1,566,0,1.0
1,3867,296,1.0
1,3083,30,1.0
1,3518,116,1.0
1,2982,26,1.0
1,3307,454,1.0
1,598,27,1.0
1,1147,210,1.0
1,2997,73,1.0
1,3533,356,1.0
1,3747,762,1.0
1,130,23,1.0
1,3401,402,1.0
1,3297,130,1.0
1,3042,41,1.0
1,4073,743,1.0
1,3826,375,1.0
1,3201,265,1.0
1,3204,243,1.0
1,1245,73,1.0
1,3194,243,1.0
1,3799,503,1.0
1,3272,326,1.0
1,2986,2,1.0
1,3038,74,1.0
1,3516,114,1.0
1,525,0,1.0
1,577,5,1.0
1,555,16,1.0
1,527,0,1.0
1,3209,197,1.0
1,3265,235,1.0
1,3210,186,1.0
1,3268,298,1.0
1,3482,96,1.0
1,652,60,1.0
1,551,5,1.0
1,3462,168,1.0
1,3627,204,1.0
1,3867,342,1.0
1,4073,743,1.0
1,4156,668,1.0
1,3132,41,1.0
1,3215,223,1.0
1,3164,225,1.0
1,269,36,1.0
1,3033,19,1.0
1,688,18,1.0
1,1005,400,1.0
1,1105,374,1.0
1,558,46,1.0
1,6396,206,1.0
1,523,0,1.0
1,2993,28,1.0
1,2979,61,1.0
1,1048,94,1.0
1,3353,301,1.0
1,913,249,1.0
1,3000,20,1.0
1,813,296,1.0
1,214,131,1.0
1,847,478,1.0
1,3462,452,1.0
1,3000,20,1.0
1,3113,199,1.0
1,525,0,1.0
1,311,172,1.0
1,4073,743,1.0
1,544,23,1.0
1,3515,453,1.0
1,2986,2,1.0
1,3290,308,1.0
1,3979,502,1.0
1,3303,225,1.0
1,3136,185,1.0
1,3008,73,1.0
1,1291,325,1.0
1,552,0,1.0
1,3221,261,1.0
1,1074,94,1.0
1,3491,8,1.0
1,3256,512,1.0
1,3389,544,1.0
1,3570,303,1.0
1,3498,112,1.0
1,3852,784,1.0
1,3711,493,1.0
1,4073,743,1.0
1,3441,572,1.0
1,995,249,1.0
1,3809,587,1.0
1,3124,110,1.0
1,2986,2,1.0
1,864,340,1.0
1,553,0,1.0
1,2969,5,1.0
1,2961,2,1.0
1,3482,96,1.0
1,3516,640,1.0
1,4719,1216,1.0
1,3212,310,1.0
1,559,13,1.0
1,3325,190,1.0
1,3536,178,1.0
1,4591,1013,1.0
1,3175,36,1.0
1,645,78,1.0
1,3328,161,1.0
1,3362,354,1.0
1,3520,101,1.0
1,3449,313,1.0
1,3133,127,1.0
1,536,4,1.0
1,3093,106,1.0
1,3482,96,1.0
1,1090,95,1.0
1,595,32,1.0
1,700,110,1.0
1,2986,2,1.0
1,3457,316,1.0
1,4073,743,1.0
1,832,190,1.0
1,6257,516,1.0
1,1539,336,1.0
1,3484,96,1.0
1,3136,499,1.0
1,3344,263,1.0
1,2998,50,1.0
1,3000,20,1.0
1,3208,154,1.0
1,3168,294,1.0
1,3883,494,1.0
1,3041,99,1.0
1,3214,137,1.0
1,3320,178,1.0
1,3409,388,1.0
1,9032,174,1.0
1,2964,2,1.0
1,652,158,1.0
1,1119,54,1.0
1,3397,272,1.0
1,3611,170,1.0
1,3868,717,1.0
1,3891,344,1.0
1,3112,111,1.0
1,3337,288,1.0
1,2983,22,1.0
1,3346,248,1.0
1,610,48,1.0
1,562,5,1.0
1,2472,680,1.0
1,256,168,1.0
1,4381,706,1.0
1,3056,127,1.0
1,680,114,1.0
1,1148,210,1.0
1,3618,719,1.0
1,2976,7,1.0
1,3550,414,1.0
1,1205,275,1.0
1,3023,82,1.0
1,3646,111,1.0
1,4073,743,1.0
1,3550,438,1.0
1,3210,157,1.0
1,2986,2,1.0
1,3261,156,1.0
1,1401,745,1.0
1,3175,161,1.0
1,642,48,1.0
1,581,41,1.0
1,812,45,1.0
1,1243,208,1.0
1,3065,86,1.0
1,3003,8,1.0
1,3028,58,1.0
1,3021,9,1.0
1,4410,530,1.0
1,2994,30,1.0
1,1503,252,1.0
1,3943,445,1.0
1,3002,11,1.0
1,3302,197,1.0
1,4073,743,1.0
1,3867,342,1.0
1,3231,162,1.0
1,3273,200,1.0
1,3612,204,1.0
1,1064,333,1.0
1,3600,673,1.0
1,776,313,1.0
1,3943,445,1.0
1,3482,96,1.0
1,761,208,1.0
1,2986,2,1.0
1,3514,501,1.0
1,2964,4,1.0
1,3546,299,1.0
1,2088,426,1.0
1,3018,31,1.0
1,562,0,1.0
1,3026,32,1.0
1,3036,78,1.0
1,3565,593,1.0
1,4073,743,1.0
1,3436,219,1.0
1,615,53,1.0
1,660,46,1.0
1,3160,136,1.0
1,3149,184,1.0
1,2977,11,1.0
